data,concurso,dezena_1,dezena_2,dezena_3,dezena_4,dezena_5,dezena_6,dezena_7,dezena_8,dezena_9,dezena_10,dezena_11,dezena_12,dezena_13,dezena_14,dezena_15
2012-02-06,711,1,2,4,5,6,7,10,12,13,15,16,18,21,22,24
2012-02-08,712,1,4,8,9,12,14,15,16,17,18,20,21,22,23,25
2012-02-10,713,2,3,4,5,6,11,13,14,15,19,21,22,23,24,25
2012-02-13,714,4,6,7,8,9,10,11,12,13,14,15,17,19,21,22
2012-02-15,715,1,3,5,8,10,11,13,14,15,18,20,22,23,24,25
2012-02-17,716,1,3,5,7,8,11,12,14,15,16,18,20,21,23,25
2012-02-22,717,1,2,3,5,7,8,9,11,14,16,18,20,21,23,25
2012-02-24,718,3,4,7,9,11,13,14,15,17,19,21,22,23,24,25
2012-02-27,719,2,7,8,9,10,11,13,15,16,18,19,22,23,24,25
2012-03-01,720,4,7,9,10,11,12,13,16,17,18,20,21,23,24,25
2012-03-02,721,1,2,3,4,5,7,8,9,10,11,12,14,15,19,21
2012-03-05,722,1,3,5,6,7,8,10,13,14,16,17,19,20,23,24
2012-03-07,723,2,3,4,5,7,8,9,10,11,12,14,15,18,20,24
2012-03-09,724,1,3,5,6,7,10,12,14,15,18,19,20,23,24,25
2012-03-12,725,1,5,6,7,9,10,12,13,15,16,17,18,21,24,25
2012-03-14,726,1,2,4,7,9,10,11,13,14,15,16,20,21,24,25
2012-03-16,727,3,4,6,7,8,9,11,16,18,20,21,22,23,24,25
2012-03-19,728,3,4,6,7,8,10,11,13,16,19,20,21,22,23,25
2012-03-21,729,1,2,3,4,6,7,9,10,12,14,15,17,22,23,25
2012-03-23,730,1,3,4,8,11,12,14,16,18,19,20,21,22,24,25
2012-03-26,731,3,4,6,7,8,11,12,14,15,17,18,19,21,22,24
2012-03-28,732,1,4,8,9,10,11,13,14,17,20,21,22,23,24,25
2012-03-30,733,1,4,5,6,7,8,11,12,14,16,18,19,20,22,24
2012-04-02,734,2,3,6,8,9,10,13,15,17,18,19,20,21,23,24
2012-04-04,735,5,6,8,10,11,12,13,14,17,19,20,21,22,24,25
2012-04-07,736,2,3,4,5,6,8,9,10,13,15,16,17,19,21,23
2012-04-09,737,2,3,4,5,6,7,8,10,12,14,16,17,18,22,25
2012-04-11,738,2,6,7,9,11,12,13,14,16,18,19,20,23,24,25
2012-04-13,739,2,3,4,8,9,10,11,14,17,20,21,22,23,24,25
2012-04-16,740,1,4,5,9,10,11,12,13,14,19,21,22,23,24,25
2012-04-18,741,2,3,5,7,10,11,12,13,14,16,17,18,21,24,25
2012-04-20,742,1,3,5,6,7,8,9,11,13,14,15,19,20,21,23
2012-04-23,743,1,2,3,6,9,10,11,12,14,15,17,21,22,23,24
2012-04-25,744,1,3,4,6,7,9,10,11,12,13,15,16,19,23,24
2012-04-27,745,1,3,6,7,8,9,11,12,13,16,17,20,22,24,25
2012-04-30,746,2,3,4,5,8,9,10,16,17,18,19,20,21,24,25
2012-05-02,747,1,2,3,4,6,7,10,12,13,15,16,17,20,23,24
2012-05-04,748,1,3,4,5,6,8,9,10,12,15,17,18,20,21,23
2012-05-07,749,1,2,3,4,6,7,8,11,13,14,15,18,19,22,24
2012-05-09,750,2,3,4,5,7,9,10,11,13,15,19,20,21,24,25
2012-05-11,751,3,5,6,8,9,12,13,14,16,17,19,20,21,22,23
2012-05-14,752,1,4,5,6,7,8,12,13,14,16,18,19,21,24,25
2012-05-16,753,1,3,4,5,6,7,8,11,13,14,17,20,21,22,25
2012-05-18,754,1,4,5,7,13,15,16,17,18,19,20,22,23,24,25
2012-05-21,755,1,2,3,5,7,8,10,11,12,13,14,16,17,24,25
2012-05-23,756,3,5,6,7,8,10,13,14,15,16,17,20,22,23,25
2012-05-25,757,1,3,4,8,9,10,11,13,14,15,17,18,20,21,23
2012-05-28,758,1,2,4,5,6,11,12,15,16,17,18,20,23,24,25
2012-05-30,759,2,5,7,8,9,10,15,16,17,18,19,20,23,24,25
2012-06-01,760,1,2,3,7,9,10,11,12,13,15,16,17,23,24,25
2012-06-04,761,1,4,5,6,10,11,12,13,14,15,16,19,20,22,24
2012-06-06,762,1,2,3,5,6,7,9,10,11,12,13,14,17,21,22
2012-06-08,763,1,2,3,4,6,7,13,14,16,17,18,21,22,24,25
2012-06-11,764,1,3,4,6,8,9,11,12,14,16,17,19,23,24,25
2012-06-13,765,1,2,3,7,8,9,10,12,13,14,18,20,23,24,25
2012-06-15,766,1,3,5,6,7,9,12,13,14,15,16,18,21,24,25
2012-06-18,767,1,3,4,5,7,8,10,11,12,15,17,19,22,23,24
2012-06-20,768,1,3,5,6,11,12,13,14,15,17,19,20,23,24,25
2012-06-22,769,3,4,5,7,10,11,13,15,16,17,19,20,22,23,25
2012-06-25,770,1,3,4,5,6,9,11,12,16,17,18,21,22,24,25
2012-06-27,771,2,4,5,6,7,8,9,10,14,16,17,20,22,23,25
2012-06-29,772,2,4,6,7,8,9,10,11,12,15,16,20,23,24,25
2012-07-02,773,2,5,6,7,8,10,11,13,15,17,18,20,22,24,25
2012-07-04,774,1,3,4,5,6,8,9,11,12,14,15,18,19,22,25
2012-07-06,775,2,3,6,7,8,9,10,12,13,14,16,17,18,19,20
2012-07-09,776,1,2,3,4,10,11,12,13,14,18,19,20,22,23,24
2012-07-11,777,2,3,6,9,11,12,13,14,15,16,20,21,23,24,25
2012-07-13,778,2,5,6,7,9,10,11,13,15,16,19,20,22,24,25
2012-07-16,779,4,5,8,9,11,12,13,14,16,17,19,20,21,22,23
2012-07-18,780,3,6,7,8,10,13,15,16,17,18,19,20,21,24,25
2012-07-20,781,1,2,4,8,9,10,11,14,15,16,17,19,20,22,25
2012-07-23,782,5,8,9,10,11,12,13,14,15,16,17,18,19,20,21
2012-07-25,783,1,2,5,6,7,8,11,13,15,16,19,20,21,22,24
2012-07-27,784,1,2,3,4,7,11,12,13,15,18,20,21,22,23,25
2012-07-30,785,1,2,4,6,7,10,11,12,13,15,16,17,19,21,23
2012-08-01,786,2,4,5,6,8,10,11,12,13,15,17,21,23,24,25
2012-08-03,787,1,4,5,8,9,10,11,12,13,14,16,17,19,20,23
2012-08-06,788,1,3,4,8,9,10,11,12,16,19,21,22,23,24,25
2012-08-08,789,2,3,4,8,10,11,12,14,15,16,18,19,21,22,24
2012-08-10,790,3,6,7,8,10,12,13,16,18,19,20,22,23,24,25
2012-08-13,791,1,2,3,5,6,7,8,10,11,13,14,21,22,23,25
2012-08-15,792,1,2,3,6,8,9,10,12,14,18,19,20,21,23,25
2012-08-17,793,2,4,5,7,9,11,12,14,16,17,18,20,21,23,25
2012-08-20,794,1,2,3,4,5,6,8,9,11,14,15,20,23,24,25
2012-08-22,795,1,2,3,4,6,7,8,9,10,12,14,16,21,22,24
2012-08-24,796,2,3,4,6,7,8,10,11,14,16,17,18,20,21,24
2012-08-27,797,2,3,5,6,7,8,11,15,17,18,19,20,21,24,25
2012-08-29,798,1,3,5,6,8,10,11,13,15,16,18,19,22,23,24
2012-08-31,799,3,4,6,8,11,13,14,15,16,19,21,22,23,24,25
2012-09-06,800,3,4,6,7,8,9,10,11,12,13,16,20,21,22,24
2012-09-10,801,1,3,4,5,6,7,10,12,15,17,18,19,21,23,25
2012-09-12,802,1,3,4,5,8,9,10,12,13,14,18,20,21,22,25
2012-09-14,803,1,4,5,12,14,15,16,17,18,19,20,21,23,24,25
2012-09-17,804,1,3,4,5,6,7,8,13,15,17,18,20,21,23,24
2012-09-19,805,1,2,4,6,7,9,11,13,14,16,17,20,22,24,25
2012-09-21,806,1,2,3,5,6,7,8,10,14,15,16,19,20,24,25
2012-09-24,807,2,3,4,5,7,8,10,11,13,18,19,21,22,24,25
2012-09-26,808,4,6,7,10,11,12,14,16,17,18,20,21,22,24,25
2012-09-28,809,1,2,4,5,7,9,13,16,18,19,21,22,23,24,25
2012-10-01,810,1,3,6,7,9,11,12,15,16,17,18,21,22,23,24
2012-10-03,811,1,2,3,4,5,6,7,9,10,12,14,17,19,20,22
2012-10-05,812,1,3,5,7,8,11,14,17,18,19,20,21,23,24,25
2012-10-08,813,1,3,4,5,6,7,8,10,12,16,19,21,23,24,25
2012-10-10,814,3,4,8,10,11,12,13,14,17,19,20,21,22,23,24
2012-10-13,815,6,7,8,10,11,14,15,17,18,20,21,22,23,24,25
2012-10-15,816,2,3,5,8,9,10,11,12,13,15,16,17,19,23,25
2012-10-17,817,1,2,3,4,5,8,10,11,12,17,18,20,23,24,25
2012-10-19,818,4,5,6,8,10,11,13,14,16,19,20,22,23,24,25
2012-10-22,819,3,4,5,6,7,8,9,10,11,12,18,19,20,21,22
2012-10-24,820,1,2,3,5,6,7,8,9,10,13,15,16,22,23,24
2012-10-26,821,3,4,5,7,9,10,11,12,14,16,17,21,23,24,25
2012-10-29,822,2,3,5,11,12,14,15,16,17,18,19,21,22,23,24
2012-10-31,823,1,2,4,5,9,11,12,13,14,16,19,20,22,24,25
2012-11-03,824,2,3,4,7,11,12,13,14,15,19,20,21,22,24,25
2012-11-05,825,1,6,7,8,9,10,11,13,14,15,17,19,22,23,25
2012-11-07,826,3,5,6,12,13,14,15,16,17,18,19,20,21,23,24
2012-11-09,827,1,2,4,5,7,9,10,12,13,14,16,17,21,22,24
2012-11-12,828,1,6,7,8,9,12,14,15,17,19,20,22,23,24,25
2012-11-14,829,2,5,7,8,9,11,13,14,16,17,18,22,23,24,25
2012-11-16,830,1,4,6,9,10,11,12,13,14,16,17,19,21,23,24
2012-11-19,831,1,2,3,5,9,10,11,12,14,16,17,18,20,21,22
2012-11-21,832,2,5,6,7,8,10,11,12,15,16,19,22,23,24,25
2012-11-23,833,2,5,6,7,10,11,12,13,16,17,18,19,20,22,25
2012-11-26,834,2,4,7,8,9,10,11,14,16,18,19,20,21,22,23
2012-11-28,835,1,2,4,6,8,12,14,15,16,17,18,19,21,24,25
2012-11-30,836,2,4,7,8,9,10,12,14,15,16,18,20,21,22,25
2012-12-03,837,1,3,7,8,10,11,12,13,14,15,16,18,20,22,24
2012-12-05,838,2,4,5,7,9,10,11,14,15,16,18,20,21,23,24
2012-12-07,839,2,3,4,6,7,8,13,14,16,17,19,21,22,24,25
2012-12-10,840,2,4,6,9,11,12,13,17,18,19,20,21,22,23,25
2012-12-12,841,1,3,5,6,8,10,12,13,14,15,16,17,20,21,24
2012-12-14,842,3,4,5,7,10,11,13,14,15,18,19,20,21,22,24
2012-12-17,843,3,4,7,8,11,12,13,15,16,17,19,20,21,22,24
2012-12-19,844,1,3,5,7,8,9,10,12,15,16,17,19,22,24,25
2012-12-21,845,2,4,6,7,11,12,14,16,18,19,21,22,23,24,25
2012-12-24,846,1,4,6,9,10,11,13,14,15,19,20,21,23,24,25
2012-12-26,847,1,3,5,6,7,9,10,11,13,14,17,18,20,21,25
2012-12-28,848,2,3,5,8,9,13,14,16,17,18,19,21,23,24,25
2012-12-31,849,1,4,5,10,12,13,14,15,16,17,18,20,23,24,25
2013-01-02,850,2,3,5,7,8,10,13,14,18,19,20,21,22,23,24
2013-01-04,851,1,4,5,6,7,10,13,14,15,17,18,19,20,22,24
2013-01-07,852,1,2,3,4,5,8,11,12,16,18,20,21,23,24,25
2013-01-09,853,2,3,5,6,8,9,11,12,17,18,19,20,21,22,23
2013-01-11,854,1,2,3,5,8,9,10,13,14,15,17,18,20,21,22
2013-01-14,855,1,3,4,8,9,10,11,13,14,15,17,18,23,24,25
2013-01-16,856,2,3,7,8,9,11,12,13,15,16,19,20,22,23,25
2013-01-18,857,1,3,4,6,8,11,13,14,15,16,18,19,20,21,24
2013-01-21,858,1,3,4,5,6,8,9,11,12,17,19,20,22,23,25
2013-01-23,859,1,2,3,4,5,6,9,10,11,13,14,17,18,19,20
2013-01-25,860,3,4,5,6,7,9,10,13,14,15,16,19,22,24,25
2013-01-28,861,1,2,3,4,6,7,9,10,11,14,15,17,19,22,23
2013-01-30,862,1,2,3,4,5,10,13,14,15,17,18,19,20,23,24
2013-02-01,863,1,3,4,7,8,13,15,16,17,18,19,22,23,24,25
2013-02-04,864,3,6,8,10,12,13,15,16,17,18,19,21,22,23,24
2013-02-06,865,1,3,4,5,6,7,10,13,18,19,20,21,22,23,25
2013-02-08,866,1,2,3,5,7,8,9,10,11,13,14,18,20,23,24
2013-02-13,867,2,3,4,5,6,7,8,10,12,13,14,15,21,22,25
2013-02-15,868,1,2,3,8,9,10,12,13,14,16,17,19,21,22,24
2013-02-18,869,1,3,6,9,10,11,12,14,18,20,21,22,23,24,25
2013-02-20,870,1,2,4,5,6,7,8,10,12,13,14,16,17,18,23
2013-02-22,871,2,4,6,8,9,10,12,13,14,15,17,19,22,23,24
2013-02-25,872,1,2,4,5,6,7,9,10,12,13,14,17,18,22,23
2013-02-27,873,2,3,6,7,8,9,11,12,13,14,15,17,18,22,25
2013-03-01,874,1,2,4,5,6,7,8,9,10,16,19,20,21,23,25
2013-03-04,875,2,4,6,8,9,10,12,13,15,18,21,22,23,24,25
2013-03-06,876,3,5,6,7,9,12,13,14,16,18,20,21,23,24,25
2013-03-08,877,3,7,8,9,10,11,13,14,15,16,18,19,21,23,25
2013-03-11,878,1,2,3,5,6,7,10,12,13,14,16,19,22,23,25
2013-03-13,879,2,3,4,7,9,10,12,13,15,16,18,21,22,24,25
2013-03-15,880,2,5,6,7,8,10,14,16,18,19,21,22,23,24,25
2013-03-18,881,1,3,4,5,6,7,8,9,15,16,19,20,21,22,23
2013-03-20,882,1,2,7,8,10,11,12,13,14,17,18,19,22,24,25
2013-03-22,883,3,5,6,7,8,9,10,12,16,17,18,19,21,22,25
2013-03-25,884,1,4,7,8,9,10,12,13,15,17,18,19,20,21,25
2013-03-27,885,2,5,7,8,9,11,12,15,16,17,18,19,22,23,24
2013-03-30,886,1,3,4,7,8,10,11,12,13,15,16,17,20,21,23
2013-04-01,887,1,6,8,10,11,12,15,17,18,19,20,21,23,24,25
2013-04-03,888,1,3,6,11,12,13,14,16,17,18,19,20,21,22,24
2013-04-05,889,2,4,5,6,7,9,11,12,13,16,18,19,21,22,25
2013-04-08,890,1,2,3,4,5,6,7,8,11,16,17,18,19,23,24
2013-04-10,891,1,5,6,7,8,12,14,15,16,17,19,21,23,24,25
2013-04-12,892,1,2,3,5,6,10,13,14,16,17,19,20,21,22,24
2013-04-15,893,1,2,3,4,5,6,8,9,11,15,16,20,22,23,24
2013-04-17,894,1,2,5,6,9,12,13,14,15,18,19,21,22,24,25
2013-04-19,895,2,3,4,5,6,8,11,12,13,16,17,18,19,21,25
2013-04-22,896,1,2,3,4,6,7,8,12,13,15,17,18,19,20,23
2013-04-24,897,1,2,5,7,8,9,10,11,13,14,16,17,18,21,23
2013-04-26,898,1,4,6,8,9,10,11,12,13,14,18,20,21,24,25
2013-04-29,899,1,4,7,9,10,12,14,15,16,17,18,20,21,23,25
2013-05-03,900,1,2,6,7,8,10,11,12,13,15,18,20,22,24,25
2013-05-06,901,1,2,4,6,7,10,12,13,14,16,18,22,23,24,25
2013-05-08,902,1,2,3,4,5,6,8,9,11,17,20,21,23,24,25
2013-05-10,903,1,2,3,4,5,6,8,10,11,13,15,16,18,20,22
2013-05-13,904,1,5,6,7,9,10,12,13,16,17,18,19,20,22,24
2013-05-15,905,1,4,6,8,10,11,12,13,14,16,17,20,21,22,23
2013-05-17,906,1,2,3,5,6,7,8,9,10,12,17,18,21,22,24
2013-05-20,907,2,3,4,5,7,8,10,13,14,15,16,20,21,22,23
2013-05-22,908,1,2,4,6,7,9,10,12,13,15,17,18,23,24,25
2013-05-24,909,1,2,3,5,6,7,8,10,11,12,13,18,20,21,22
2013-05-27,910,3,4,5,6,8,9,11,13,16,17,18,19,20,24,25
2013-05-29,911,1,2,3,5,6,8,11,13,15,17,21,22,23,24,25
2013-05-31,912,2,3,4,7,10,14,15,16,17,18,19,20,21,22,23
2013-06-03,913,3,4,5,6,10,12,13,15,17,18,19,20,22,24,25
2013-06-05,914,1,3,4,5,6,10,11,12,15,17,18,20,22,23,24
2013-06-07,915,1,2,4,5,6,8,10,11,13,18,20,22,23,24,25
2013-06-10,916,1,2,3,4,5,6,7,11,13,14,17,18,19,23,24
2013-06-12,917,1,2,3,4,5,6,11,13,14,17,19,20,21,22,24
2013-06-14,918,1,2,3,4,6,8,9,13,14,15,16,17,21,22,23
2013-06-17,919,1,2,3,4,5,7,9,10,11,13,14,17,19,21,22
2013-06-19,920,1,2,3,4,5,6,10,12,13,15,16,19,20,22,23
2013-06-21,921,1,2,3,4,7,9,12,15,16,17,18,19,21,24,25
2013-06-24,922,2,4,5,6,8,9,12,15,16,17,20,21,22,23,24
2013-06-26,923,1,3,4,5,6,7,10,12,14,15,19,20,22,24,25
2013-06-28,924,1,2,6,7,8,9,10,12,14,16,17,18,19,20,24
2013-07-01,925,1,3,4,6,7,9,12,13,14,15,16,22,23,24,25
2013-07-03,926,1,5,6,7,8,9,10,11,12,13,14,15,19,21,24
2013-07-05,927,2,3,5,6,9,11,13,14,16,17,20,21,22,23,25
2013-07-08,928,1,4,6,8,9,10,11,12,14,15,17,19,23,24,25
2013-07-10,929,1,2,4,5,7,8,9,10,11,14,18,20,21,23,25
2013-07-12,930,2,3,5,6,9,11,12,14,15,16,20,22,23,24,25
2013-07-15,931,2,3,5,6,8,10,11,12,14,16,19,20,22,24,25
2013-07-17,932,1,4,5,8,12,13,14,15,16,18,20,21,22,23,25
2013-07-19,933,2,3,4,5,6,7,10,11,14,15,16,17,19,23,24
2013-07-22,934,2,3,4,8,9,10,11,14,19,20,21,22,23,24,25
2013-07-24,935,1,2,3,4,5,6,7,9,10,12,14,18,19,22,23
2013-07-26,936,1,2,3,4,6,7,8,13,15,17,18,19,20,23,25
2013-07-29,937,1,2,6,9,10,11,12,13,14,16,19,20,23,24,25
2013-07-31,938,2,3,4,6,7,10,11,13,15,16,17,18,19,20,25
2013-08-02,939,1,4,5,6,7,9,10,11,15,16,18,19,20,21,25
2013-08-05,940,2,3,4,6,7,9,13,14,16,17,18,19,20,24,25
2013-08-07,941,1,2,3,4,5,7,8,9,10,11,15,16,18,23,25
2013-08-09,942,1,3,4,5,6,7,11,12,13,18,19,20,21,22,24
2013-08-12,943,3,4,5,6,9,10,12,13,14,15,17,18,21,22,23
2013-08-14,944,1,8,9,10,11,12,13,14,16,17,18,19,21,24,25
2013-08-16,945,2,3,4,5,6,9,11,13,18,19,20,21,23,24,25
2013-08-19,946,1,7,8,9,10,14,16,17,18,19,20,21,22,24,25
2013-08-21,947,1,2,3,5,7,9,10,11,12,15,16,18,20,22,24
2013-08-23,948,1,2,5,6,8,9,11,13,16,17,18,19,21,22,24
2013-08-26,949,1,6,7,8,9,10,11,12,13,14,15,16,17,21,23
2013-08-28,950,2,4,5,7,8,9,12,13,14,17,18,19,20,21,25
2013-08-30,951,3,7,8,9,10,13,14,15,17,19,20,21,22,23,25
2013-09-07,952,1,3,4,6,8,11,12,14,17,18,19,21,22,23,25
2013-09-09,953,1,2,5,6,7,9,10,12,13,14,15,16,18,21,24
2013-09-11,954,3,5,6,8,10,11,12,13,14,16,18,20,23,24,25
2013-09-13,955,1,2,4,5,7,9,10,11,12,13,14,16,18,21,24
2013-09-16,956,2,3,4,5,6,8,11,12,13,16,17,18,19,21,22
2013-09-18,957,1,3,4,5,6,7,8,13,15,16,21,22,23,24,25
2013-09-20,958,1,4,5,6,9,12,13,14,16,17,19,20,21,22,24
2013-09-23,959,2,5,6,9,11,12,14,16,19,20,21,22,23,24,25
2013-09-25,960,1,2,3,4,6,7,10,12,14,16,17,18,20,21,24
2013-09-27,961,1,2,3,4,5,7,9,11,12,15,18,20,21,22,25
2013-09-30,962,1,4,6,8,9,11,13,14,15,17,20,21,22,23,25
2013-10-02,963,3,4,6,7,9,10,11,14,15,16,17,18,19,23,24
2013-10-04,964,1,2,3,4,7,9,10,11,15,17,18,19,20,21,23
2013-10-07,965,3,4,8,9,10,11,13,14,15,16,18,19,21,22,24
2013-10-09,966,2,3,4,5,6,7,8,10,11,12,17,19,21,22,25
2013-10-11,967,2,3,4,6,8,9,10,11,16,17,20,21,22,23,25
2013-10-14,968,2,3,4,5,7,9,11,13,14,16,18,19,20,21,25
2013-10-16,969,1,3,4,5,9,10,11,12,16,17,18,19,20,22,24
2013-10-18,970,1,3,6,8,9,10,12,15,17,18,19,20,21,23,24
2013-10-21,971,3,4,5,6,7,9,10,11,18,20,21,22,23,24,25
2013-10-23,972,1,3,6,8,11,13,14,15,16,20,21,22,23,24,25
2013-10-25,973,1,2,3,5,6,8,11,14,15,18,20,21,22,24,25
2013-10-28,974,1,4,6,7,8,9,10,12,14,15,17,19,21,22,24
2013-10-30,975,1,2,4,6,7,10,11,12,13,14,16,17,19,20,24
2013-11-01,976,1,2,3,4,6,7,10,11,13,14,19,21,23,24,25
2013-11-04,977,1,2,6,7,8,10,11,13,14,17,18,20,22,23,24
2013-11-06,978,3,4,5,6,7,8,9,11,12,13,14,15,16,18,25
2013-11-08,979,2,5,6,7,8,9,10,14,16,19,21,22,23,24,25
2013-11-11,980,1,2,6,7,8,9,10,11,12,13,17,20,21,22,24
2013-11-13,981,1,2,3,4,6,8,9,12,16,18,19,21,22,24,25
2013-11-16,982,1,3,4,5,6,7,9,13,14,17,18,20,21,23,24
2013-11-18,983,2,4,5,6,7,8,10,11,14,15,16,18,19,21,25
2013-11-20,984,2,4,8,9,10,11,12,13,15,20,21,22,23,24,25
2013-11-22,985,3,4,6,7,9,12,13,14,17,18,21,22,23,24,25
2013-11-25,986,1,2,5,7,11,13,14,15,16,18,20,21,22,23,24
2013-11-27,987,2,4,5,6,7,9,11,12,13,15,18,19,20,22,23
2013-11-29,988,1,3,5,7,9,11,12,13,15,16,17,19,20,24,25
2013-12-02,989,3,4,6,8,9,10,13,14,15,17,18,19,22,23,24
2013-12-04,990,1,5,6,7,8,10,11,12,13,15,16,19,20,22,24
2013-12-06,991,1,2,5,6,7,9,12,14,15,17,18,21,22,24,25
2013-12-09,992,1,3,4,5,7,8,9,10,11,13,15,17,19,20,24
2013-12-11,993,2,4,5,7,9,10,12,14,17,20,21,22,23,24,25
2013-12-13,994,3,5,7,8,9,11,12,13,14,15,16,18,22,23,25
2013-12-16,995,1,2,3,4,7,8,9,12,13,14,17,20,22,23,24
2013-12-18,996,2,3,4,6,7,9,13,16,17,18,20,21,23,24,25
2013-12-20,997,2,4,5,7,9,10,12,15,16,17,18,19,22,23,24
2013-12-23,998,1,2,3,4,5,9,11,12,14,17,19,20,21,22,23
2013-12-27,999,1,2,5,6,7,8,10,12,13,14,15,16,18,21,24
2013-12-30,1000,2,3,4,8,11,12,13,14,15,16,17,18,19,20,22
2014-01-03,1001,5,6,7,8,10,11,12,13,14,17,19,20,21,23,25
2014-01-06,1002,3,4,8,10,12,13,14,15,16,17,18,20,21,22,24
2014-01-09,1003,1,2,3,6,8,10,12,14,16,17,19,20,21,23,25
2014-01-10,1004,1,2,3,6,10,12,14,15,18,19,20,21,22,24,25
2014-01-13,1005,1,5,7,9,10,12,14,15,16,18,19,20,21,22,24
2014-01-15,1006,1,3,4,5,6,7,9,13,14,15,16,20,22,23,24
2014-01-17,1007,1,2,3,6,7,9,10,11,12,18,20,22,23,24,25
2014-01-20,1008,1,3,6,7,8,9,10,12,13,16,17,18,19,21,22
2014-01-22,1009,2,4,6,9,10,11,12,14,15,17,18,19,20,22,24
2014-01-24,1010,1,2,4,6,8,10,11,13,14,15,16,19,21,22,23
2014-01-27,1011,1,3,4,5,7,9,10,13,15,17,18,19,23,24,25
2014-01-29,1012,1,2,7,9,11,12,14,15,16,17,18,21,22,24,25
2014-01-31,1013,1,2,3,4,5,7,10,11,13,17,18,19,20,21,23
2014-02-03,1014,1,2,8,9,10,12,13,14,17,18,20,22,23,24,25
2014-02-05,1015,1,2,3,5,6,7,8,13,15,16,17,18,20,21,23
2014-02-07,1016,1,2,3,5,6,11,12,14,15,16,19,20,21,23,25
2014-02-10,1017,1,2,3,4,8,9,10,11,12,15,16,17,19,21,23
2014-02-12,1018,2,4,5,7,8,10,11,12,14,16,17,18,19,22,24
2014-02-14,1019,1,2,3,4,5,7,8,10,12,17,18,20,21,22,23
2014-02-17,1020,2,3,5,7,9,11,12,13,15,16,18,19,20,21,24
2014-02-19,1021,1,5,6,9,10,13,14,15,16,18,19,20,21,22,23
2014-02-21,1022,1,3,4,5,7,8,9,10,14,16,18,21,22,24,25
2014-02-24,1023,1,2,3,6,7,8,9,11,13,14,16,18,21,22,23
2014-02-26,1024,1,2,4,7,9,10,11,12,13,14,17,20,21,22,23
2014-02-28,1025,1,2,7,9,11,13,14,15,16,17,18,19,22,23,25
2014-03-05,1026,1,5,6,7,11,12,14,15,16,18,19,20,21,23,24
2014-03-07,1027,1,3,5,6,8,9,10,12,14,15,16,19,21,23,25
2014-03-10,1028,4,5,6,7,8,9,10,11,16,17,19,20,23,24,25
2014-03-12,1029,1,2,3,6,8,11,13,14,17,18,19,22,23,24,25
2014-03-14,1030,1,2,3,4,8,9,10,11,15,16,17,18,19,20,23
2014-03-17,1031,1,2,4,5,6,9,11,12,14,15,17,19,20,22,24
2014-03-19,1032,1,2,3,4,6,8,10,11,13,14,16,17,18,20,23
2014-03-21,1033,3,4,6,7,8,12,13,14,16,17,18,21,22,23,24
2014-03-24,1034,2,3,4,6,8,10,12,13,14,17,18,19,20,21,23
2014-03-26,1035,4,6,7,9,12,13,14,15,18,19,20,21,22,23,25
2014-03-28,1036,4,5,7,9,10,11,12,14,17,18,19,20,21,22,24
2014-03-31,1037,1,5,6,9,10,11,12,15,17,18,20,21,23,24,25
2014-04-02,1038,2,6,7,8,9,10,13,16,17,18,19,20,21,24,25
2014-04-04,1039,1,2,3,8,9,12,13,14,15,18,19,20,21,22,24
2014-04-07,1040,1,2,4,6,8,9,10,12,13,16,20,21,22,23,25
2014-04-09,1041,1,3,5,7,10,12,13,15,17,19,20,21,23,24,25
2014-04-11,1042,1,3,6,7,8,9,10,11,14,15,16,19,21,22,24
2014-04-14,1043,1,2,6,7,8,9,10,11,12,14,17,18,19,24,25
2014-04-16,1044,2,4,5,6,7,8,10,11,12,15,17,20,23,24,25
2014-04-19,1045,2,3,5,6,9,11,15,16,17,20,21,22,23,24,25
2014-04-23,1046,3,4,5,7,8,11,12,13,14,18,20,21,22,23,25
2014-04-25,1047,4,7,8,9,10,11,12,15,16,17,20,21,22,24,25
2014-04-28,1048,1,2,3,5,6,7,9,10,15,16,17,18,20,21,25
2014-04-30,1049,2,4,5,9,12,14,16,17,18,19,20,21,22,23,25
2014-05-02,1050,1,4,6,7,10,12,13,15,16,17,19,21,22,24,25
2014-05-05,1051,2,3,4,7,8,10,11,13,14,16,18,20,21,23,25
2014-05-07,1052,1,3,4,5,6,8,10,11,16,17,18,20,21,23,24
2014-05-09,1053,1,2,3,4,6,11,12,13,14,15,17,18,22,23,24
2014-05-12,1054,2,3,4,5,6,9,12,13,15,16,17,18,20,24,25
2014-05-14,1055,1,2,3,7,8,9,10,12,13,14,18,22,23,24,25
2014-05-16,1056,2,4,5,6,8,9,10,11,14,15,18,19,21,22,23
2014-05-19,1057,1,4,6,7,8,9,11,13,14,16,19,20,21,23,25
2014-05-21,1058,4,5,6,7,9,12,13,16,17,18,20,21,22,24,25
2014-05-23,1059,1,2,3,5,7,8,11,14,15,16,19,20,21,22,24
2014-05-26,1060,1,2,4,5,7,8,13,14,15,16,17,20,21,22,23
2014-05-28,1061,2,3,5,7,8,9,12,14,15,16,19,21,22,23,24
2014-05-30,1062,3,4,5,7,8,9,11,13,15,16,17,19,20,23,25
2014-06-02,1063,2,5,6,7,10,12,13,14,15,16,20,21,22,24,25
2014-06-04,1064,2,3,7,8,9,10,11,14,15,16,18,19,21,24,25
