data,concurso,dezena_1,dezena_2,dezena_3,dezena_4,dezena_5
2005-05-10,1445,13,18,41,54,77
2005-05-12,1446,2,10,27,52,73
2005-05-14,1447,4,11,14,15,33
2005-05-17,1448,20,29,41,69,77
2005-05-19,1449,3,13,21,24,67
2005-05-21,1450,11,14,55,58,74
2005-05-24,1451,2,13,53,66,79
2005-05-28,1452,1,4,15,23,37
2005-05-31,1453,1,23,38,59,70
2005-06-02,1454,6,30,51,53,69
2005-06-04,1455,28,46,59,67,68
2005-06-07,1456,8,10,17,68,76
2005-06-09,1457,14,21,22,59,73
2005-06-11,1458,13,23,39,40,48
2005-06-14,1459,14,40,52,63,71
2005-06-16,1460,2,13,32,48,51
2005-06-18,1461,6,27,49,61,75
2005-06-21,1462,2,45,46,48,55
2005-06-23,1463,18,30,46,47,76
2005-06-25,1464,10,39,40,55,71
2005-06-28,1465,12,14,46,58,71
2005-06-30,1466,13,15,19,41,72
2005-07-02,1467,10,15,16,62,69
2005-07-05,1468,17,25,43,47,65
2005-07-07,1469,30,33,46,52,58
2005-07-09,1470,4,40,44,67,70
2005-07-12,1471,24,25,45,57,63
2005-07-14,1472,25,35,51,53,57
2005-07-16,1473,15,17,24,54,74
2005-07-19,1474,3,6,25,40,54
2005-07-21,1475,7,13,21,47,63
2005-07-23,1476,1,6,37,60,75
2005-07-26,1477,54,58,70,76,80
2005-07-28,1478,10,22,30,55,75
2005-07-30,1479,9,13,14,19,32
2005-08-02,1480,1,20,37,73,79
2005-08-04,1481,1,8,29,55,74
2005-08-06,1482,8,13,27,44,79
2005-08-09,1483,16,19,24,54,74
2005-08-11,1484,21,39,40,47,59
2005-08-13,1485,35,36,47,49,69
2005-08-16,1486,41,51,53,56,64
2005-08-18,1487,10,14,22,73,80
2005-08-20,1488,11,13,28,30,54
2005-08-23,1489,5,16,27,35,40
2005-08-25,1490,8,18,31,60,70
2005-08-27,1491,12,23,65,68,74
2005-08-30,1492,6,39,42,59,74
2005-09-01,1493,11,14,28,45,49
2005-09-03,1494,4,12,27,36,44
2005-09-06,1495,1,8,21,31,58
2005-09-08,1496,8,18,41,42,75
2005-09-10,1497,10,15,22,28,31
2005-09-13,1498,6,8,41,48,76
2005-09-15,1499,1,9,26,35,78
2005-09-19,1500,30,43,52,65,74
2005-09-20,1501,16,48,52,72,73
2005-09-22,1502,31,45,46,65,74
2005-09-24,1503,11,25,32,39,47
2005-09-27,1504,1,6,38,45,79
2005-09-29,1505,2,10,70,71,77
2005-10-01,1506,42,46,64,67,71
2005-10-04,1507,18,24,32,51,59
2005-10-06,1508,3,11,19,63,67
2005-10-08,1509,7,47,49,60,78
2005-10-11,1510,15,37,54,69,71
2005-10-13,1511,21,26,49,75,79
2005-10-15,1512,3,7,36,38,57
2005-10-18,1513,1,11,29,62,71
2005-10-20,1514,5,21,25,32,41
2005-10-22,1515,9,45,49,63,75
2005-10-25,1516,14,26,38,59,69
2005-10-27,1517,48,51,62,72,79
2005-10-29,1518,4,15,17,25,64
2005-11-01,1519,3,17,39,57,64
2005-11-03,1520,35,46,67,77,79
2005-11-05,1521,22,37,43,53,63
2005-11-08,1522,8,11,23,59,64
2005-11-10,1523,14,17,28,32,71
2005-11-12,1524,21,22,48,50,80
2005-11-17,1525,7,31,32,67,70
2005-11-19,1526,4,32,46,48,65
2005-11-22,1527,6,35,52,64,73
2005-11-24,1528,10,36,52,63,68
2005-11-26,1529,23,41,47,48,55
2005-11-29,1530,20,39,47,71,79
2005-12-01,1531,34,41,44,60,72
2005-12-03,1532,36,39,43,59,65
2005-12-06,1533,24,34,37,44,45
2005-12-08,1534,33,35,50,54,60
2005-12-10,1535,22,27,69,76,80
2005-12-13,1536,53,58,61,74,78
2005-12-15,1537,1,24,34,36,74
2005-12-17,1538,2,26,31,41,57
2005-12-20,1539,16,23,36,51,72
2005-12-22,1540,3,30,45,57,66
2005-12-24,1541,1,15,33,53,68
2005-12-27,1542,26,29,69,72,79
2005-12-29,1543,4,22,57,60,62
2005-12-31,1544,1,8,37,51,73
2006-01-03,1545,8,16,24,39,73
2006-01-05,1546,9,38,44,73,79
2006-01-07,1547,34,36,43,51,54
2006-01-10,1548,10,22,39,69,74
2006-01-12,1549,19,51,60,64,71
2006-01-14,1550,15,38,45,47,53
2006-01-17,1551,10,34,39,62,76
2006-01-19,1552,6,22,43,50,61
2006-01-21,1553,16,35,52,76,77
2006-01-24,1554,10,17,34,37,64
2006-01-26,1555,31,59,64,65,67
2006-01-28,1556,18,25,50,51,55
2006-01-31,1557,12,47,51,55,73
2006-02-02,1558,13,17,54,64,79
2006-02-04,1559,7,39,48,66,79
2006-02-07,1560,21,23,42,52,56
2006-02-09,1561,1,10,36,64,71
2006-02-11,1562,16,50,53,60,72
2006-02-14,1563,4,24,36,43,50
2006-02-16,1564,24,28,50,58,68
2006-02-18,1565,9,20,55,70,79
2006-02-21,1566,16,19,27,62,69
2006-02-23,1567,13,46,52,56,78
2006-02-25,1568,5,25,27,29,63
2006-03-02,1569,21,46,50,60,67
2006-03-04,1570,32,44,53,67,72
2006-03-07,1571,40,47,51,58,72
2006-03-09,1572,13,43,45,74,76
2006-03-11,1573,8,37,47,58,64
2006-03-14,1574,16,17,55,78,79
2006-03-16,1575,41,42,49,68,73
2006-03-18,1576,1,26,42,59,75
2006-03-21,1577,10,13,25,56,67
2006-03-23,1578,1,6,9,17,27
2006-03-25,1579,3,61,69,76,77
2006-03-28,1580,9,16,39,47,75
2006-03-30,1581,12,14,30,42,70
2006-04-01,1582,34,37,52,60,66
2006-04-04,1583,1,29,51,54,57
2006-04-06,1584,12,40,64,65,69
2006-04-08,1585,1,5,15,28,37
2006-04-11,1586,4,13,17,28,72
2006-04-13,1587,4,6,23,30,54
2006-04-15,1588,23,36,56,57,70
2006-04-18,1589,7,14,17,47,56
2006-04-20,1590,12,18,28,45,73
2006-04-22,1591,10,32,33,51,53
2006-04-25,1592,4,37,45,55,65
2006-04-27,1593,40,43,50,56,63
2006-04-29,1594,6,34,57,61,79
2006-05-02,1595,31,41,45,52,64
2006-05-04,1596,3,26,44,49,54
2006-05-06,1597,7,29,45,53,78
2006-05-09,1598,8,32,44,46,67
2006-05-11,1599,13,36,41,71,80
2006-05-13,1600,21,33,36,56,61
2006-05-16,1601,20,42,49,79,80
2006-05-18,1602,4,30,49,64,73
2006-05-21,1603,5,45,51,56,77
2006-05-23,1604,21,24,36,40,71
2006-05-25,1605,11,12,33,36,78
2006-05-27,1606,25,57,64,76,77
2006-05-30,1607,3,32,40,50,68
2006-06-01,1608,13,28,29,47,77
2006-06-03,1609,30,35,40,43,79
2006-06-06,1610,18,46,48,61,69
2006-06-08,1611,4,8,16,40,50
2006-06-10,1612,4,37,38,59,63
2006-06-13,1613,1,9,36,44,50
2006-06-17,1614,9,10,22,49,52
2006-06-20,1615,6,33,38,49,58
2006-06-22,1616,6,12,35,41,58
2006-06-24,1617,11,21,52,63,70
2006-06-27,1618,11,43,48,57,67
2006-06-29,1619,6,26,65,70,74
2006-07-01,1620,32,34,41,45,57
2006-07-04,1621,4,5,15,66,79
2006-07-06,1622,16,39,44,68,73
2006-07-08,1623,6,9,23,44,78
2006-07-11,1624,9,26,32,61,63
2006-07-13,1625,40,48,62,71,75
2006-07-15,1626,8,36,46,49,60
2006-07-18,1627,6,7,50,51,70
2006-07-20,1628,11,28,49,56,79
2006-07-22,1629,10,13,33,34,74
2006-07-25,1630,9,19,32,34,35
2006-07-27,1631,24,28,35,46,61
2006-07-29,1632,21,25,38,42,60
2006-08-01,1633,18,20,46,57,77
2006-08-03,1634,39,41,42,57,73
2006-08-05,1635,6,18,22,50,52
2006-08-08,1636,27,29,37,50,57
2006-08-10,1637,17,41,46,57,71
2006-08-12,1638,21,48,62,71,79
2006-08-15,1639,7,14,25,38,68
2006-08-17,1640,10,20,50,64,67
2006-08-19,1641,18,19,23,34,67
2006-08-22,1642,15,17,57,73,74
2006-08-24,1643,9,14,36,58,70
2006-08-26,1644,33,55,59,66,76
2006-08-29,1645,1,8,26,65,69
2006-08-31,1646,30,40,42,52,76
2006-09-02,1647,2,48,55,71,74
2006-09-05,1648,35,36,43,64,72
2006-09-09,1649,1,16,18,21,36
2006-09-12,1650,1,10,44,68,77
2006-09-14,1651,5,26,45,57,61
2006-09-16,1652,6,8,30,47,71
2006-09-19,1653,5,9,46,50,54
2006-09-21,1654,15,50,51,58,65
2006-09-23,1655,8,28,33,54,56
2006-09-26,1656,16,25,27,76,80
2006-09-28,1657,10,11,13,31,38
2006-09-30,1658,37,46,55,56,74
2006-10-03,1659,35,40,47,49,53
2006-10-05,1660,48,63,66,70,73
2006-10-07,1661,6,9,47,49,77
2006-10-10,1662,6,45,57,59,70
2006-10-14,1663,5,12,28,68,71
2006-10-17,1664,20,26,46,58,80
2006-10-19,1665,1,60,61,62,71
2006-10-21,1666,29,47,51,52,73
2006-10-24,1667,2,10,34,43,66
2006-10-26,1668,12,31,59,71,77
2006-10-28,1669,16,46,49,53,63
2006-10-31,1670,21,24,60,76,77
2006-11-04,1671,5,11,15,34,35
2006-11-07,1672,15,53,55,63,79
2006-11-09,1673,30,33,45,58,77
2006-11-11,1674,3,4,18,33,80
2006-11-14,1675,22,23,32,50,70
2006-11-16,1676,37,44,49,53,60
2006-11-18,1677,41,44,52,59,77
2006-11-21,1678,6,12,30,62,72
2006-11-23,1679,3,14,16,22,52
2006-11-25,1680,21,38,60,67,79
2006-11-28,1681,1,27,32,56,71
2006-11-30,1682,1,4,36,47,65
2006-12-02,1683,18,22,28,47,54
2006-12-05,1684,1,6,44,52,80
2006-12-07,1685,5,8,17,34,71
2006-12-09,1686,10,23,26,37,53
2006-12-12,1687,33,49,55,69,76
2006-12-14,1688,4,5,6,14,27
2006-12-16,1689,1,15,24,42,72
2006-12-19,1690,8,9,46,64,65
2006-12-21,1691,8,34,36,65,74
2006-12-23,1692,7,31,38,39,52
2006-12-26,1693,3,33,41,53,59
2006-12-28,1694,23,24,33,52,62
2006-12-30,1695,6,32,33,39,75
2007-01-02,1696,27,28,29,34,79
2007-01-04,1697,12,16,66,78,79
2007-01-06,1698,33,39,49,53,71
2007-01-09,1699,3,20,29,39,74
2007-01-11,1700,11,20,26,47,65
2007-01-13,1701,15,30,49,64,72
2007-01-16,1702,14,22,52,78,80
2007-01-18,1703,9,35,36,40,63
2007-01-20,1704,8,24,29,54,70
2007-01-23,1705,21,34,49,50,54
2007-01-25,1706,7,11,19,29,39
2007-01-27,1707,13,26,28,37,67
2007-01-30,1708,12,33,64,68,70
2007-02-01,1709,6,58,61,63,79
2007-02-03,1710,15,19,51,63,72
2007-02-06,1711,9,11,32,62,79
2007-02-08,1712,12,27,31,34,55
2007-02-10,1713,4,30,55,62,71
2007-02-13,1714,1,11,17,18,37
2007-02-15,1715,33,46,49,54,56
2007-02-17,1716,8,29,59,65,80
2007-02-22,1717,12,16,17,25,50
2007-02-24,1718,27,43,44,56,59
2007-02-27,1719,29,50,58,77,78
2007-03-01,1720,2,6,15,34,36
2007-03-03,1721,8,19,38,42,79
2007-03-06,1722,45,46,47,54,65
2007-03-08,1723,3,9,27,50,53
2007-03-10,1724,31,34,37,39,45
2007-03-13,1725,26,39,41,42,74
2007-03-15,1726,19,22,26,57,64
2007-03-17,1727,12,15,42,58,78
2007-03-20,1728,26,29,42,47,68
2007-03-22,1729,28,38,52,59,71
2007-03-24,1730,8,12,29,62,65
2007-03-27,1731,14,31,38,49,73
2007-03-29,1732,16,42,49,51,75
2007-03-31,1733,9,22,62,63,72
2007-04-03,1734,12,40,60,69,77
2007-04-05,1735,1,8,32,65,67
2007-04-07,1736,12,42,46,49,80
2007-04-10,1737,9,24,27,30,68
2007-04-12,1738,33,34,71,74,79
2007-04-14,1739,16,38,44,76,78
2007-04-17,1740,9,35,43,49,78
2007-04-19,1741,24,36,44,45,46
2007-04-24,1742,8,54,57,64,66
2007-04-26,1743,2,16,64,69,77
2007-04-28,1744,2,22,31,64,75
2007-05-03,1745,22,25,56,76,80
2007-05-05,1746,5,9,24,48,77
2007-05-08,1747,1,13,27,59,71
2007-05-10,1748,37,47,52,72,79
2007-05-12,1749,42,60,62,66,75
2007-05-15,1750,22,31,34,73,74
2007-05-17,1751,16,21,37,38,60
2007-05-19,1752,5,12,32,44,54
2007-05-22,1753,19,21,55,60,62
2007-05-24,1754,6,19,21,27,58
2007-05-26,1755,17,37,53,69,80
2007-05-29,1756,10,33,42,49,70
2007-05-31,1757,2,14,47,53,78
2007-06-02,1758,11,38,40,41,78
2007-06-05,1759,9,14,56,68,79
2007-06-09,1760,27,34,46,55,70
2007-06-12,1761,1,13,45,55,58
2007-06-14,1762,2,20,30,45,74
2007-06-16,1763,3,9,24,33,60
2007-06-19,1764,1,10,47,73,75
2007-06-21,1765,4,10,26,36,80
2007-06-23,1766,5,25,27,62,71
2007-06-26,1767,9,39,60,74,79
2007-06-28,1768,28,33,42,62,63
2007-06-30,1769,20,24,45,56,61
2007-07-03,1770,10,21,22,25,63
2007-07-05,1771,28,39,42,59,78
2007-07-07,1772,11,19,38,48,54
2007-07-10,1773,20,26,57,61,63
2007-07-12,1774,16,19,34,38,55
2007-07-14,1775,12,49,55,67,80
2007-07-17,1776,7,21,32,36,52
2007-07-19,1777,1,27,44,56,74
2007-07-21,1778,26,41,46,55,67
2007-07-24,1779,21,31,45,48,55
2007-07-26,1780,28,33,42,48,76
2007-07-28,1781,2,25,43,53,64
2007-07-31,1782,5,21,22,62,77
2007-08-02,1783,5,8,35,55,70
2007-08-04,1784,26,29,51,59,62
2007-08-07,1785,22,32,60,68,72
2007-08-09,1786,26,45,69,77,80
2007-08-11,1787,33,39,51,56,72
2007-08-14,1788,5,16,41,53,68
2007-08-16,1789,9,22,26,34,78
2007-08-18,1790,2,15,20,32,34
2007-08-21,1791,40,42,51,52,66
2007-08-23,1792,14,39,41,66,75
2007-08-25,1793,15,16,41,42,55
2007-08-28,1794,1,10,23,41,76
2007-08-30,1795,3,26,47,61,72
2007-09-01,1796,34,35,40,48,49
2007-09-04,1797,22,29,64,66,70
2007-09-06,1798,12,28,45,56,59
2007-09-08,1799,27,39,55,71,75
2007-09-11,1800,22,32,44,65,74
2007-09-13,1801,4,7,25,35,52
2007-09-15,1802,26,47,59,64,70
2007-09-18,1803,48,53,62,67,77
2007-09-20,1804,18,25,28,51,69
2007-09-22,1805,12,21,52,60,63
2007-09-25,1806,13,25,52,55,71
2007-09-27,1807,4,28,51,58,76
2007-09-29,1808,3,19,25,29,58
2007-10-02,1809,24,25,40,56,75
2007-10-04,1810,22,38,40,48,78
2007-10-06,1811,30,37,38,45,61
2007-10-09,1812,2,4,26,67,80
2007-10-11,1813,7,16,21,28,77
2007-10-13,1814,3,20,31,37,62
2007-10-16,1815,15,18,56,61,68
2007-10-18,1816,8,34,37,55,73
2007-10-20,1817,20,21,47,57,60
2007-10-23,1818,8,16,39,63,71
2007-10-25,1819,12,32,51,77,80
2007-10-27,1820,9,38,48,68,80
2007-10-30,1821,22,29,35,47,76
2007-11-01,1822,2,8,50,62,64
2007-11-03,1823,19,43,57,58,66
2007-11-06,1824,5,10,46,58,80
2007-11-08,1825,14,36,49,59,68
2007-11-10,1826,9,10,13,23,68
2007-11-13,1827,2,29,38,58,63
2007-11-17,1828,5,16,30,47,73
2007-11-20,1829,23,31,38,51,58
2007-11-22,1830,8,41,64,66,68
2007-11-24,1831,2,25,29,48,61
2007-11-27,1832,1,28,30,42,68
2007-11-29,1833,6,10,44,48,57
2007-12-01,1834,4,19,35,42,49
2007-12-04,1835,8,21,29,58,62
2007-12-06,1836,12,13,29,35,65
2007-12-08,1837,12,14,27,41,72
2007-12-11,1838,5,21,61,79,80
2007-12-13,1839,10,33,41,45,78
2007-12-15,1840,10,12,38,52,75
2007-12-18,1841,13,16,31,35,51
2007-12-20,1842,2,13,31,56,71
2007-12-22,1843,8,16,23,26,55
2007-12-27,1844,9,20,21,39,65
2007-12-29,1845,8,9,37,38,40
2008-01-03,1846,14,24,37,39,76
2008-01-05,1847,17,18,36,37,40
2008-01-08,1848,15,24,30,44,77
2008-01-10,1849,16,54,61,75,80
2008-01-12,1850,18,39,49,55,80
2008-01-15,1851,6,23,36,66,69
2008-01-17,1852,8,21,38,61,67
2008-01-19,1853,32,53,67,69,71
2008-01-22,1854,8,38,50,60,67
2008-01-24,1855,2,23,67,74,77
2008-01-26,1856,1,2,11,42,44
2008-01-29,1857,35,44,51,59,67
2008-01-31,1858,17,18,27,68,80
2008-02-02,1859,4,14,49,58,79
2008-02-07,1860,39,41,48,71,79
2008-02-09,1861,28,38,43,60,79
2008-02-12,1862,4,24,28,39,61
2008-02-14,1863,6,21,26,64,75
2008-02-16,1864,7,13,42,56,69
2008-02-19,1865,8,26,38,56,58
2008-02-21,1866,14,15,54,68,75
2008-02-23,1867,35,41,57,64,66
2008-02-26,1868,23,38,49,51,71
2008-02-28,1869,8,20,33,41,44
2008-03-01,1870,20,42,56,75,76
2008-03-04,1871,14,41,51,73,80
2008-03-06,1872,7,32,49,60,75
2008-03-08,1873,3,7,54,59,63
2008-03-11,1874,22,25,28,72,77
2008-03-13,1875,3,16,21,67,78
2008-03-15,1876,17,28,51,56,75
2008-03-18,1877,13,40,65,69,77
2008-03-20,1878,2,43,59,68,75
2008-03-22,1879,18,20,25,35,62
2008-03-25,1880,16,26,29,32,74
2008-03-27,1881,6,8,15,42,59
2008-03-29,1882,12,14,36,64,80
2008-04-01,1883,17,42,55,70,79
2008-04-03,1884,27,38,59,67,75
2008-04-05,1885,10,17,18,28,31
2008-04-08,1886,9,40,50,52,58
2008-04-10,1887,16,17,45,50,62
2008-04-12,1888,28,31,47,51,59
2008-04-15,1889,14,23,54,58,80
2008-04-17,1890,27,43,45,49,69
2008-04-19,1891,16,33,54,56,59
2008-04-22,1892,20,32,46,48,62
2008-04-24,1893,24,29,46,74,76
2008-04-26,1894,8,15,43,53,72
2008-04-29,1895,12,17,54,58,67
2008-05-03,1896,3,24,43,47,63
2008-05-06,1897,22,29,72,78,79
2008-05-08,1898,11,38,42,46,74
2008-05-10,1899,8,35,42,54,57
2008-05-13,1900,22,34,35,48,80
2008-05-15,1901,7,17,26,41,63
2008-05-17,1902,2,13,16,59,61
2008-05-20,1903,15,23,29,53,64
2008-05-24,1904,5,34,61,67,77
2008-05-27,1905,27,38,45,72,78
2008-05-29,1906,1,2,4,41,72
2008-05-31,1907,34,40,65,66,76
2008-06-03,1908,7,13,25,61,78
2008-06-05,1909,5,14,32,55,56
2008-06-07,1910,1,35,36,44,67
2008-06-10,1911,10,27,54,59,75
2008-06-12,1912,42,43,65,66,70
2008-06-14,1913,5,16,50,51,57
2008-06-17,1914,32,36,41,51,76
2008-06-19,1915,14,22,45,64,72
2008-06-21,1916,38,42,57,62,68
2008-06-24,1917,22,49,59,66,76
2008-06-26,1918,4,8,37,44,50
2008-06-28,1919,4,39,46,68,71
2008-07-01,1920,8,10,22,66,76
2008-07-03,1921,23,60,62,68,80
2008-07-05,1922,47,51,58,60,76
2008-07-08,1923,10,34,37,74,77
2008-07-10,1924,24,40,42,52,74
2008-07-12,1925,4,39,50,62,76
2008-07-15,1926,2,20,23,43,51
2008-07-17,1927,12,28,29,34,71
2008-07-19,1928,26,28,51,64,74
2008-07-22,1929,20,48,60,73,77
2008-07-24,1930,8,39,48,71,75
2008-07-26,1931,17,42,48,54,68
2008-07-29,1932,14,27,32,51,58
2008-07-31,1933,9,40,60,61,67
2008-08-02,1934,22,38,40,63,66
2008-08-05,1935,7,8,59,64,65
2008-08-07,1936,15,21,22,34,79
2008-08-09,1937,2,13,50,71,80
2008-08-12,1938,12,20,22,42,79
2008-08-14,1939,9,13,35,45,70
2008-08-16,1940,27,42,56,63,65
2008-08-19,1941,7,8,9,50,75
2008-08-21,1942,36,44,45,60,66
2008-08-23,1943,12,30,46,54,56
2008-08-26,1944,29,46,52,55,73
2008-08-28,1945,16,28,33,57,61
2008-08-30,1946,16,23,26,55,59
2008-09-02,1947,10,14,62,63,75
2008-09-04,1948,16,18,42,54,61
2008-09-06,1949,47,51,54,56,80
2008-09-09,1950,7,18,49,53,71
2008-09-11,1951,1,9,29,75,76
2008-09-13,1952,11,13,44,52,80
2008-09-16,1953,5,24,43,63,75
2008-09-18,1954,3,14,18,67,73
2008-09-20,1955,27,28,55,59,71
2008-09-23,1956,37,43,51,68,72
2008-09-25,1957,20,22,30,39,53
2008-09-27,1958,32,44,49,73,77
2008-09-30,1959,3,6,33,47,60
2008-10-02,1960,9,13,15,28,59
2008-10-04,1961,10,27,32,33,42
2008-10-07,1962,19,21,43,72,79
2008-10-09,1963,7,11,30,36,52
2008-10-11,1964,1,5,11,72,76
2008-10-14,1965,7,19,23,31,37
2008-10-16,1966,8,10,19,20,32
2008-10-18,1967,2,27,29,35,78
2008-10-21,1968,3,15,24,65,75
2008-10-23,1969,5,16,26,60,80
2008-10-25,1970,4,29,40,50,55
2008-10-28,1971,13,19,23,30,32
2008-10-30,1972,11,29,31,38,52
2008-11-01,1973,36,53,56,62,71
2008-11-04,1974,14,49,54,57,76
2008-11-06,1975,7,31,66,75,78
2008-11-08,1976,19,49,51,63,78
2008-11-11,1977,5,29,42,44,76
2008-11-13,1978,21,24,37,57,60
2008-11-16,1979,10,30,35,37,65
2008-11-18,1980,8,37,43,45,68
2008-11-20,1981,6,24,68,74,80
2008-11-22,1982,7,24,26,50,66
2008-11-25,1983,24,26,38,47,80
2008-11-27,1984,5,31,33,53,73
2008-11-29,1985,27,29,67,69,74
2008-12-02,1986,3,12,52,54,67
2008-12-04,1987,28,34,65,66,70
2008-12-06,1988,15,42,46,50,76
2008-12-09,1989,3,15,40,69,80
2008-12-11,1990,24,27,43,63,80
2008-12-13,1991,3,4,53,58,66
2008-12-16,1992,9,23,33,40,42
2008-12-18,1993,4,21,26,35,57
2008-12-20,1994,9,25,32,40,69
2008-12-23,1995,3,31,50,75,79
2008-12-27,1996,8,11,22,56,65
2008-12-30,1997,8,18,30,44,70
2009-01-03,1998,1,15,16,70,73
2009-01-06,1999,2,18,41,45,46
2009-01-08,2000,5,29,59,62,72
2009-01-10,2001,11,13,26,64,66
2009-01-13,2002,8,15,19,44,56
2009-01-15,2003,6,32,41,52,53
2009-01-17,2004,11,27,69,75,76
2009-01-20,2005,10,30,60,71,78
2009-01-22,2006,2,10,14,55,77
2009-01-24,2007,1,4,13,22,72
2009-01-27,2008,1,38,41,44,70
2009-01-29,2009,21,30,54,66,71
2009-01-31,2010,23,42,53,64,74
2009-02-03,2011,7,22,42,45,49
2009-02-05,2012,13,14,25,58,70
2009-02-07,2013,11,18,26,27,66
2009-02-10,2014,3,24,35,56,62
2009-02-12,2015,8,10,44,61,71
2009-02-14,2016,12,40,49,56,76
2009-02-17,2017,21,26,32,39,51
2009-02-19,2018,27,37,46,67,70
2009-02-21,2019,3,10,35,45,47
2009-02-26,2020,10,12,19,20,34
2009-02-28,2021,31,34,55,58,67
2009-03-03,2022,33,35,56,60,74
2009-03-05,2023,4,15,28,43,80
2009-03-07,2024,19,36,39,42,53
2009-03-10,2025,35,45,59,68,74
2009-03-12,2026,3,43,45,58,80
2009-03-14,2027,1,19,26,49,75
2009-03-17,2028,1,6,21,52,63
2009-03-19,2029,4,18,31,61,66
2009-03-21,2030,21,28,46,71,72
2009-03-24,2031,10,13,41,61,76
2009-03-26,2032,2,46,60,71,78
2009-03-28,2033,6,9,16,57,60
2009-03-31,2034,8,44,52,63,64
2009-04-02,2035,2,14,30,59,64
2009-04-04,2036,16,39,58,60,73
2009-04-07,2037,1,2,12,16,56
2009-04-09,2038,29,33,54,71,72
2009-04-11,2039,14,39,45,66,73
2009-04-14,2040,10,17,25,27,31
2009-04-16,2041,2,4,12,16,73
2009-04-18,2042,16,31,35,45,51
2009-04-23,2043,2,9,17,19,49
2009-04-25,2044,3,6,32,65,78
2009-04-28,2045,2,7,47,54,72
2009-04-30,2046,20,29,49,72,74
2009-05-02,2047,4,30,43,50,62
2009-05-05,2048,5,12,38,72,77
2009-05-07,2049,27,40,44,58,76
2009-05-09,2050,14,27,30,32,50
2009-05-12,2051,16,45,61,75,76
2009-05-14,2052,17,37,40,63,79
2009-05-16,2053,16,24,38,39,77
2009-05-19,2054,11,29,30,34,66
2009-05-21,2055,20,39,48,64,65
2009-05-23,2056,5,40,43,65,72
2009-05-26,2057,11,23,41,42,77
2009-05-28,2058,11,17,48,52,77
2009-05-30,2059,4,7,60,68,72
2009-06-02,2060,15,16,40,51,69
2009-06-04,2061,20,36,44,52,63
2009-06-06,2062,9,10,22,34,72
2009-06-09,2063,1,4,8,70,79
2009-06-13,2064,8,20,38,71,79
2009-06-16,2065,3,10,11,13,28
2009-06-18,2066,8,29,45,51,72
2009-06-20,2067,15,18,58,59,60
2009-06-23,2068,18,41,45,68,72
2009-06-25,2069,5,7,25,36,63
2009-06-27,2070,3,35,52,53,66
2009-06-30,2071,13,14,53,54,64
2009-07-02,2072,17,32,34,48,76
2009-07-04,2073,40,55,73,75,78
2009-07-07,2074,7,23,30,50,79
2009-07-09,2075,11,28,33,49,52
2009-07-11,2076,19,20,55,60,74
2009-07-14,2077,2,42,46,50,78
2009-07-16,2078,9,13,41,58,60
2009-07-18,2079,4,11,30,34,62
2009-07-21,2080,3,6,30,47,72
2009-07-23,2081,16,17,48,73,80
2009-07-25,2082,7,20,25,36,73
2009-07-28,2083,2,13,22,34,61
2009-07-30,2084,15,47,51,68,72
2009-08-01,2085,1,27,30,40,71
2009-08-04,2086,15,45,63,64,66
2009-08-06,2087,10,33,59,60,80
2009-08-08,2088,42,47,52,69,70
2009-08-11,2089,31,34,54,56,71
2009-08-13,2090,23,44,45,51,68
2009-08-15,2091,1,2,4,9,67
2009-08-18,2092,14,28,48,67,69
2009-08-20,2093,7,11,46,53,55
2009-08-22,2094,4,56,57,62,65
2009-08-25,2095,26,34,37,44,45
2009-08-27,2096,3,51,54,55,57
2009-08-29,2097,37,40,43,50,58
2009-09-01,2098,7,13,17,32,61
2009-09-03,2099,1,27,32,57,77
2009-09-05,2100,4,6,7,62,74
2009-09-08,2101,9,42,60,72,79
2009-09-10,2102,5,11,35,44,78
2009-09-12,2103,1,5,8,25,80
2009-09-15,2104,9,28,36,41,79
2009-09-17,2105,2,20,27,56,61
2009-09-19,2106,41,55,62,75,80
2009-09-22,2107,14,61,62,64,72
2009-09-24,2108,47,51,61,62,75
2009-09-26,2109,13,33,40,57,69
2009-09-29,2110,10,12,52,65,70
2009-10-01,2111,17,49,50,51,78
2009-10-03,2112,49,61,64,71,75
2009-10-05,2113,1,4,20,58,74
2009-10-06,2114,20,21,64,74,76
2009-10-07,2115,7,21,60,72,75
2009-10-08,2116,16,18,26,37,80
2009-10-09,2117,19,35,45,60,77
2009-10-10,2118,14,17,21,25,42
2009-10-13,2119,16,44,46,51,66
2009-10-14,2120,2,13,20,38,50
2009-10-15,2121,9,25,37,40,70
2009-10-16,2122,7,19,40,63,80
2009-10-17,2123,12,22,31,36,77
2009-10-19,2124,27,44,54,70,73
2009-10-20,2125,4,6,11,56,67
2009-10-21,2126,2,47,58,66,68
2009-10-22,2127,5,26,27,46,59
2009-10-23,2128,9,17,46,47,72
2009-10-25,2129,16,48,53,61,74
2009-10-26,2130,6,37,41,52,55
2009-10-27,2131,13,35,60,63,73
2009-10-28,2132,3,13,22,39,69
2009-10-29,2133,14,22,38,39,80
2009-10-30,2134,13,21,64,66,80
2009-10-31,2135,7,10,40,45,49
2009-11-03,2136,3,20,45,58,68
2009-11-04,2137,9,13,58,69,72
2009-11-05,2138,19,52,56,70,74
2009-11-06,2139,46,53,72,77,79
2009-11-07,2140,5,22,52,62,67
2009-11-09,2141,13,15,21,52,72
2009-11-10,2142,6,28,34,44,60
